user_id,name,phone,cluster,latitude,longitude,join_date
330,Tammy Peters,804-329-2132x0379,6th of October,29.972456,30.950764,2025-06-18
331,Luis Lyons,(546)532-9242x471,Nasr City,30.052484,31.314682,2026-01-21
332,Kelsey Huang,001-388-205-2606x70623,Maadi,29.978235,31.252476,2026-02-16
333,Erika Williams,001-626-548-7968x12239,Maadi,29.965548,31.258928,2025-11-26
334,Jacob Hensley,254.391.5170x17063,Nasr City,30.051738,31.348153,2026-01-30
335,Kimberly White,330.329.8391x0475,Maadi,29.947182,31.266209,2025-10-13
336,Matthew Suarez,(983)919-0327x51482,Maadi,29.949507,31.257505,2025-06-30
337,John Newton,001-349-214-0470x842,6th of October,29.981108,30.93852,2025-12-03
338,Elizabeth Leonard,866-441-6002x138,6th of October,29.990906,30.923104,2026-02-19
339,Hannah Reynolds,490-401-9321,6th of October,29.968945,30.95051,2025-06-21
340,Nathan Wagner,314.924.3588x1910,Maadi,29.975228,31.255869,2025-10-12
341,Rodney Alvarado,001-987-857-1094x6382,6th of October,29.987895,30.929926,2025-06-19
342,Michael Bennett Jr.,970-702-5401,Nasr City,30.071925,31.313563,2026-02-23
343,Adam Cooley,+1-560-317-9081,Maadi,29.946387,31.248502,2026-01-13
344,Kristen Wilkins,530.326.3045x82178,Maadi,29.973375,31.258691,2025-04-06
345,Austin Blankenship,+1-722-442-4096x25896,6th of October,29.969212,30.942093,2026-01-10
346,Michelle Young,(835)722-8333x69278,Nasr City,30.049141,31.323943,2025-08-03
347,Heidi Gallegos,591.725.1871x5632,6th of October,29.977669,30.934508,2025-04-05
348,Kelly Graham,348.402.1258x95786,6th of October,29.990193,30.939652,2025-12-15
349,Bonnie Parrish,001-277-502-5737,Maadi,29.94599,31.259791,2025-04-04
350,Christina Garcia,001-590-477-3827x2777,Maadi,29.956436,31.248949,2025-10-06
351,Alexandria Tran,764-925-0118x88713,6th of October,29.958082,30.928205,2026-03-02
352,Dr. Kathy Williams,739.394.5426,Maadi,29.965752,31.257985,2025-11-08
353,Michael Caldwell,001-768-957-8457x3547,Maadi,29.962614,31.273731,2026-01-21
354,Lori Campbell,786-840-7559x77920,Maadi,29.94999,31.241283,2025-05-04
355,Scott Burnett,231.881.4199x569,6th of October,29.952974,30.926384,2025-05-09
356,Ryan Sparks,+1-505-792-0253x91833,Maadi,29.951846,31.259289,2025-03-29
357,David Luna Jr.,001-675-498-0123x9257,6th of October,29.990865,30.960105,2025-04-07
358,Gregory Mcconnell,+1-385-251-2126,Maadi,29.964765,31.273717,2025-09-19
359,James Walker,401.355.4194x6009,Nasr City,30.062154,31.334975,2026-01-03
360,Justin Davis,4613233815,Maadi,29.951517,31.267187,2025-07-19
361,Cynthia York,(823)765-7268,6th of October,29.990196,30.925256,2026-01-31
362,Heather Taylor,001-821-426-5947x40746,Maadi,29.973926,31.246086,2025-09-07
363,Brittany Long,912.866.4949,6th of October,29.989185,30.94883,2025-05-05
364,Jeanne Kelly,811.436.9094x169,6th of October,29.986156,30.944324,2025-06-20
365,Michelle Rivera,(655)869-6024,Maadi,29.966781,31.266061,2025-05-01
366,Lisa Valdez,001-523-282-2931,6th of October,29.967155,30.947549,2025-12-31
367,Cheryl Mckenzie,001-240-235-3637x423,Maadi,29.979177,31.240928,2025-09-07
368,Linda Morgan,(503)752-7494x778,Nasr City,30.07743,31.339595,2025-11-29
369,Austin Jones,399.760.8236,6th of October,29.986541,30.937666,2025-05-31
370,Shawn Green,992.532.0194x9336,6th of October,29.983714,30.951991,2025-12-15
371,Joseph Moss,2179409518,6th of October,29.984113,30.926308,2025-05-30
372,Larry Pittman,(319)261-2130,6th of October,29.964383,30.936158,2025-09-27
373,Stephanie Johnson,903.961.5898x53224,Nasr City,30.058142,31.326248,2025-12-01
374,Cameron Stone,2445193748,Nasr City,30.051691,31.311228,2025-05-15
375,James Woodward,677-690-4181x94035,Maadi,29.96398,31.25754,2025-04-17
376,Jennifer Collins,9554563303,6th of October,29.972163,30.940667,2025-06-16
377,Thomas Hardy,(965)984-4463,6th of October,29.966608,30.937453,2025-10-29
378,Zoe Lambert,001-517-808-9026x872,Nasr City,30.066916,31.338895,2026-02-01
379,Eddie Berry,(457)451-0299x806,Maadi,29.977421,31.239729,2025-12-14
380,Tracy Scott,4393304185,Nasr City,30.068499,31.344221,2025-03-27
381,Susan Ward,+1-897-547-3252x1824,Nasr City,30.045011,31.345677,2025-07-18
382,Lindsey Morris,(943)494-6241x516,Maadi,29.958635,31.249271,2025-08-04
383,Zachary Washington,997.902.0708x37437,6th of October,29.983521,30.943066,2025-11-25
384,Shawn Guzman,5645010863,6th of October,29.980046,30.932405,2025-04-08
385,Stephen Gonzalez,(277)377-7868,Nasr City,30.049846,31.335545,2025-06-22
386,Joe Stanton,855.693.7840,Nasr City,30.070962,31.312575,2025-05-11
387,Michele Douglas,001-590-576-3776x638,Nasr City,30.081117,31.327642,2025-06-29
388,Michael Tucker,381-793-6718,Maadi,29.940937,31.264326,2025-09-09
389,Tara Barrera,+1-637-631-9807,Maadi,29.971968,31.274368,2025-12-01
390,Kimberly Hill,936-421-7408x233,Nasr City,30.067039,31.324741,2025-09-15
391,Ashlee Cannon,001-688-534-7618x94218,6th of October,29.965537,30.930975,2025-07-11
392,Jennifer Murphy,303.367.2179x3600,6th of October,29.984305,30.93845,2026-02-15
393,James Holland,+1-257-705-0732x5600,Maadi,29.964154,31.257071,2026-01-22
394,Richard James,303.866.3326x734,Maadi,29.968675,31.273512,2025-10-09
395,Denise Padilla,6164876120,6th of October,29.952346,30.947179,2025-07-07
396,Tammy Henderson,001-708-677-2116x572,Maadi,29.948478,31.254636,2026-01-06
397,Jessica Gilbert,(790)709-7302x825,6th of October,29.990911,30.926958,2025-06-11
398,Pamela Williams,001-823-452-6057x8983,Nasr City,30.059728,31.337004,2025-12-30
399,Amy Jones,001-217-771-5784x774,Maadi,29.944336,31.243164,2025-06-29
400,Sara Bush,966-723-5183x7879,Nasr City,30.053566,31.311477,2025-04-30
401,Kimberly Baker,+1-602-811-2998x39832,Maadi,29.946875,31.251935,2026-02-02
402,Scott Hudson,001-397-267-8927x169,Maadi,29.941977,31.259762,2025-08-08
403,Kristin Barton,200.491.4807,Nasr City,30.051948,31.3299,2025-05-30
404,Kelly Williams,+1-749-492-2735x81088,Nasr City,30.063918,31.321273,2025-08-26
405,Brooke Mercado,(267)421-0942x57927,Maadi,29.978966,31.265474,2025-09-26
406,Rachel Bryan,493-955-4466,Nasr City,30.061208,31.310706,2025-10-24
407,Dale Landry,852-513-3276,6th of October,29.958412,30.9491,2025-12-14
408,Patrick Frazier,001-446-749-7858x7952,6th of October,29.955267,30.939515,2025-06-16
409,Scott Hodge,(312)514-4265x889,Nasr City,30.069196,31.340118,2025-09-12
410,David Christian,368-353-4147x042,6th of October,29.967373,30.927597,2026-03-05
411,Heather Bauer,+1-634-830-0334x0285,6th of October,29.972998,30.955181,2025-12-02
412,Todd Ferrell,001-797-519-4159,6th of October,29.954965,30.951711,2026-01-11
413,Melanie Moore,+1-571-369-8388x568,Maadi,29.970481,31.26735,2025-06-07
414,Matthew Coleman,001-717-866-9758x1955,6th of October,29.961925,30.935905,2025-07-18
415,Kayla Sheppard,001-783-703-1166x027,6th of October,29.973552,30.933721,2025-06-09
416,Steve Wells,+1-595-696-5127x37481,Nasr City,30.066624,31.328927,2025-10-26
417,Katherine Little,(421)779-5447x72083,6th of October,29.991086,30.955557,2025-06-20
418,Adrienne Herrera,001-301-449-7088x61495,Maadi,29.943855,31.271698,2025-06-22
419,Sheila Trevino,482-874-6611x7088,Maadi,29.973922,31.271237,2025-09-26
420,William Rogers,4258311835,Nasr City,30.045837,31.324419,2025-11-16
421,Benjamin Bailey,572-690-6949,Maadi,29.953044,31.278024,2025-09-21
422,James Johnston,974.207.0161x9529,Maadi,29.944501,31.273481,2026-03-08
423,Jacob Edwards,(504)958-9967,6th of October,29.97565,30.952092,2025-12-28
424,Rachel Haynes,001-758-388-7967x77751,6th of October,29.967347,30.927355,2026-03-16
425,Jennifer Hamilton,729.913.7190x743,Maadi,29.940232,31.244407,2025-11-21
426,Devin Arnold,001-250-610-4086x73416,Nasr City,30.081233,31.3256,2025-11-09
427,Felicia Williams,(721)228-7824,Nasr City,30.06018,31.312527,2025-08-25
428,Mark Evans,001-894-871-8052x80372,6th of October,29.976184,30.947508,2025-11-15
429,Steven Brown,(840)967-4573x6547,Maadi,29.97043,31.257392,2025-06-18
430,Casey Livingston,(726)600-9491x10319,6th of October,29.953711,30.949301,2025-12-23
431,Peter Booth,+1-403-357-2092x6083,Nasr City,30.04829,31.313155,2025-04-20
432,Zachary Chase,(383)801-8828,Maadi,29.966886,31.241492,2025-03-23
433,Christina Patton,+1-473-834-7953x734,6th of October,29.983959,30.946109,2025-08-26
434,Stacey Martin,+1-469-894-5625x4293,6th of October,29.972482,30.938543,2025-05-27
435,Diana Meyers,+1-357-929-0792,Nasr City,30.060591,31.316085,2025-09-17
436,Lisa Parker,+1-253-365-5883x97487,6th of October,29.984502,30.950845,2026-02-23
437,Tyler Lozano,5373003745,Nasr City,30.059246,31.327554,2026-03-18
438,Elizabeth Armstrong,+1-231-981-2045x5996,Nasr City,30.073012,31.313784,2025-08-03
439,Evan Kelley,227-259-3391x79665,Maadi,29.939685,31.248648,2025-04-18
440,Lauren Howard,+1-775-465-6611x6721,Maadi,29.977583,31.258514,2025-11-23
441,John Smith,+1-631-955-5082,6th of October,29.969575,30.955274,2026-01-12
442,Timothy Morgan,9162868825,Nasr City,30.048602,31.321287,2025-05-30
443,Mr. Andrew Hanson,3108790105,Nasr City,30.057636,31.324079,2025-04-17
444,Richard Brown,001-285-473-1673x880,Maadi,29.974883,31.277213,2025-11-04
445,Cynthia Hughes,+1-551-560-0749x480,Maadi,29.966725,31.256504,2026-02-19
446,Christina Hayes,(219)542-7327,Nasr City,30.044137,31.34437,2025-07-01
447,Jason Hamilton,(243)594-0955,Maadi,29.965574,31.274805,2025-07-05
448,Martha Strong,+1-723-661-9679,6th of October,29.954066,30.942236,2025-05-08
449,Darren Barrett,255-671-1867x17998,Nasr City,30.063089,31.335509,2026-01-04
450,Darrell Lee,(744)797-5366x82291,Maadi,29.967853,31.241883,2026-02-07
451,Alyssa Ramirez,(206)749-1999x32533,6th of October,29.98966,30.951,2025-05-17
452,Joseph Wells,+1-425-265-1780x28388,Nasr City,30.056588,31.339286,2025-07-22
453,John Prince,(318)660-3794,6th of October,29.958364,30.925436,2025-10-02
454,Heather Porter,(849)796-0839,6th of October,29.962002,30.922338,2025-06-11
455,Rachel Wood,3508617419,Nasr City,30.054418,31.339069,2025-10-18
456,Erica Clements,528.687.9873x031,6th of October,29.959627,30.926355,2026-01-17
457,Eric Wagner,001-813-382-9786x76356,Maadi,29.964956,31.260212,2025-08-16
458,Michael Baird,001-836-549-7510x1323,Maadi,29.971149,31.250713,2025-06-04
459,Miss Danielle Thomas,001-894-345-3975,Maadi,29.962497,31.268923,2025-06-12
460,Shelly Sullivan,(495)215-3983,6th of October,29.956524,30.935031,2025-11-12
461,Michael Hess,597-968-9156x320,Maadi,29.954087,31.256283,2025-11-10
462,Mackenzie Gonzalez,+1-714-495-8351,6th of October,29.989123,30.931128,2026-01-15
463,Brittany Bennett,982.846.5981,Maadi,29.974677,31.264832,2026-01-09
464,Tracey Williams,973-790-8826x1058,Nasr City,30.077055,31.342161,2026-01-19
465,Jeffery Johnston,956.797.1913,6th of October,29.981602,30.939922,2026-03-21
466,Nicole Lee,+1-846-293-3014,6th of October,29.982458,30.947746,2025-08-19
467,Jeffery Daniels,518-523-8706x65083,Maadi,29.978587,31.276496,2025-11-05
468,Sara Warner,(356)585-2165x59171,Nasr City,30.047869,31.337339,2025-12-16
469,Jasmin Peters,(901)270-1716x792,Maadi,29.959434,31.272628,2025-05-15
470,Joseph Weber,001-334-956-8849x4231,Maadi,29.962814,31.259334,2025-10-06
471,Melissa Sparks,001-599-483-3422x4143,Nasr City,30.070155,31.343233,2026-02-12
472,Nathan Marquez,001-964-890-7202x267,Nasr City,30.049003,31.326762,2025-10-23
473,Jason Phillips,001-622-900-8723x2688,Maadi,29.968258,31.278672,2026-02-12
474,Stephen Bonilla,5118631763,Nasr City,30.074603,31.316461,2025-06-27
475,Stephanie Morrow,(939)209-2009x41533,Maadi,29.963839,31.246521,2026-01-22
476,Andrew Freeman,254-780-3054,6th of October,29.973569,30.921709,2025-06-08
477,Michael Hicks,+1-329-587-4600x321,Maadi,29.969029,31.247099,2025-08-14
478,Jessica Flowers,8198851781,6th of October,29.964477,30.927456,2025-10-10
479,Diane Walters,+1-905-459-0568x0198,Maadi,29.979053,31.253732,2025-09-05
480,John Johnson,001-549-608-0496x00517,Nasr City,30.078048,31.332022,2025-07-04
481,Steven Martinez,425.863.2865x91448,6th of October,29.979225,30.921629,2025-08-01
482,Michael Gomez,458-505-5964,Nasr City,30.074368,31.31202,2025-09-30
483,Sue King,(432)747-9494x44010,6th of October,29.977093,30.924094,2025-04-21
484,Phillip Haas,445-419-8527,6th of October,29.973826,30.94564,2025-10-29
485,Tyler Flores,+1-454-712-7429,Maadi,29.949993,31.272002,2026-02-14
486,Cody Romero,5586660747,Maadi,29.941542,31.25237,2025-12-24
487,Edward Anderson,001-594-547-7965x04139,Maadi,29.970745,31.259691,2025-08-01
488,Jack Parker,647-821-6212x7872,Maadi,29.952328,31.256361,2025-03-31
489,Matthew Mathews,280-821-7167,Nasr City,30.066529,31.337727,2026-01-30
490,Courtney Barnett,(873)940-0091,Maadi,29.964903,31.25585,2025-05-12
491,Tammy Nelson,001-551-553-2861x98543,Maadi,29.943933,31.255396,2025-10-08
492,Nicholas Weiss,495.416.0298x6826,6th of October,29.974275,30.945011,2025-12-21
493,Lisa Ramirez,821.482.4859x5636,Nasr City,30.05598,31.309348,2026-02-08
494,Crystal Vance,001-720-399-3275,Nasr City,30.053523,31.329023,2025-08-19
495,Raymond Roberts,(468)861-4696x878,6th of October,29.961772,30.938686,2025-12-19
496,Kenneth Ramirez,267-461-1728x825,6th of October,29.958844,30.953606,2025-07-22
497,Travis Kemp,(735)251-1526x19850,Maadi,29.944539,31.242224,2026-02-21
498,Sheila Rogers,001-363-209-7669x924,Nasr City,30.060074,31.33748,2025-06-29
499,Samuel Gonzalez,(717)833-7991,Maadi,29.963609,31.244414,2025-04-12
500,Kim Tucker,001-249-263-0331x866,6th of October,29.989665,30.924258,2026-01-04
