user_id,name,phone,cluster,latitude,longitude,join_date
329,Janet Evans,719.541.5407,Dokki,30.058269,31.221827,2025-11-13
330,Tammy Smith,656-822-2247x643,6th of October,29.972407,30.949862,2025-06-16
331,Sarah Miller,553.490.6320,Nasr City,30.081117,31.327642,2025-05-17
332,James Anderson,750.501.3416x207,6th of October,29.97246,30.925992,2025-06-29
333,Julia Wilson,+1-439-929-5783x448,Maadi,29.959807,31.262742,2026-03-20
334,Kelly Quinn,242-230-6189,Nasr City,30.059041,31.341894,2026-03-28
335,Mary Fleming,001-581-312-9591,6th of October,29.963482,30.950778,2026-03-26
336,David Williams,650-377-6674,6th of October,29.955221,30.946454,2025-07-28
337,David Chavez,800.906.6292x574,Nasr City,30.049321,31.337775,2025-05-15
338,Sheri Thompson,+1-305-409-3827x606,Heliopolis,30.070529,31.322846,2026-04-03
339,Joseph Hawkins,+1-412-844-1239,Dokki,30.034836,31.212679,2025-12-30
340,Gene Taylor,001-215-597-1235x54246,6th of October,29.975282,30.948534,2025-08-10
341,Steve Smith,759.862.6538,Dokki,30.046897,31.22855,2025-08-28
342,Karen Nichols,+1-782-884-2358,Dokki,30.048174,31.212035,2026-03-09
343,Ronald Deleon,+1-311-665-9436x92921,Maadi,29.965012,31.26283,2025-12-12
344,Mr. Cory Hayes,412.905.7561x83661,Dokki,30.0334,31.191677,2026-02-21
345,Kathy Lee,001-503-606-0243x161,6th of October,29.954197,30.947107,2026-01-27
346,Lisa Farrell,646-793-6989,Maadi,29.966405,31.248233,2025-12-02
347,James Boyd,001-699-933-1115x180,Nasr City,30.044694,31.323439,2025-10-09
348,Daniel Roberts,830-638-4033,6th of October,29.969254,30.934843,2025-07-03
349,Mario Anderson,946-592-6628,Maadi,29.977667,31.264398,2025-08-06
350,Austin Gibbs,343-993-1618x940,Maadi,29.972072,31.239049,2026-03-29
351,Charles Harrison,713.273.0841x94167,Dokki,30.038195,31.204201,2025-10-16
352,Calvin Anderson,205-615-4944,Nasr City,30.043401,31.337787,2025-11-05
353,Charles Rogers,+1-983-387-5178x989,6th of October,29.978262,30.925217,2025-06-26
354,Paul Anderson,001-804-552-8060,6th of October,29.985987,30.945839,2025-07-30
355,Juan Alvarado,729.268.6043,Dokki,30.021724,31.193606,2025-04-24
356,Jessica Johnson,356.709.6646x472,Nasr City,30.046106,31.345778,2025-08-31
357,Jimmy Jackson,001-855-726-2035x73659,6th of October,29.962588,30.959195,2026-01-09
358,Cassidy Collins,4427537655,Nasr City,30.074051,31.331283,2025-04-29
359,Gerald Richardson,+1-378-614-9971x9377,6th of October,29.956055,30.954198,2025-12-01
360,Anthony Miranda,001-346-798-3989x1757,Dokki,30.024851,31.197379,2025-11-26
361,Seth Kaiser MD,(487)450-2906x4469,Heliopolis,30.073641,31.349698,2025-11-24
362,Eric Smith,6048050186,6th of October,29.977039,30.954399,2026-02-12
363,Christopher Hernandez,+1-723-874-9311x50577,Maadi,29.97611,31.258482,2025-07-06
364,Timothy Henderson,001-272-981-4669x63281,Maadi,29.959303,31.254947,2025-12-24
365,Garrett Pham,(891)230-9102,Heliopolis,30.069427,31.322932,2025-07-12
366,Joshua Allen,967.686.2104,6th of October,29.96898,30.925727,2025-10-02
367,James Carey,(501)295-7324,Maadi,29.945281,31.241454,2025-08-16
368,Brandi Wolfe,+1-487-624-8428x84721,Maadi,29.941527,31.278795,2025-12-17
369,Brian Harris,995-742-8615x29890,6th of October,29.968613,30.928327,2025-10-20
370,Jessica Payne,282.964.9228x1251,Nasr City,30.070286,31.310792,2026-01-20
371,Anthony Hamilton,001-943-963-7045x90279,6th of October,29.983959,30.946109,2025-11-15
372,Michael Fox,835-443-5322x777,Nasr City,30.063682,31.325343,2026-02-14
373,James Fleming,001-926-229-1478x656,Heliopolis,30.08141,31.338465,2025-08-15
374,Anthony Hill,(485)642-3944x88819,Dokki,30.057753,31.198843,2025-08-16
375,Patrick Brewer,(330)997-1286x70092,Heliopolis,30.098314,31.345186,2025-09-29
376,Kristen Powell,262-567-2917x250,Dokki,30.043958,31.20184,2025-08-09
377,David Stuart,001-568-642-4670x23011,Maadi,29.971261,31.277383,2025-07-13
378,Daniel Rivera,609.226.1940x639,Maadi,29.961118,31.257175,2025-04-17
379,Sharon Davis,(390)927-8711x336,Maadi,29.95873,31.245002,2025-08-06
380,Matthew Mathews,001-464-679-2398x06551,Nasr City,30.075027,31.332863,2025-06-11
381,Melanie Williams,001-862-567-3829x1882,Dokki,30.057449,31.194226,2025-05-09
382,Michelle Lane,001-293-660-0137x97072,Maadi,29.976913,31.271355,2025-06-26
383,Keith Jackson,509-273-2534x15357,6th of October,29.952937,30.95757,2025-09-19
384,Alan Wilson,316.231.2150,Dokki,30.034654,31.206905,2025-10-11
385,Jeremiah Robinson,204-936-7251,Dokki,30.039936,31.194907,2026-04-03
386,Danielle Murphy,242-947-3857x704,Nasr City,30.069809,31.309967,2025-04-21
387,Jose Hernandez,702.275.1674,Heliopolis,30.06955,31.322384,2026-03-17
388,Carl Barnes,931-276-2800,Nasr City,30.05673,31.320161,2026-02-24
389,Loretta Jensen,001-441-830-6713x4622,Maadi,29.970554,31.253194,2026-01-08
390,Randy Montgomery,001-806-211-2738,6th of October,29.981975,30.932102,2025-08-18
391,Samantha Rush,+1-300-971-4522x578,6th of October,29.982169,30.946487,2025-11-27
392,Steven Carter,(398)889-9736,Maadi,29.944055,31.263601,2025-06-10
393,Joshua Harris,(828)556-0759x19255,6th of October,29.972612,30.923178,2026-02-08
394,Eric Bolton,(899)707-5904x291,Nasr City,30.054313,31.347499,2026-03-17
395,Jared Grant,607.391.8131,Nasr City,30.047724,31.321831,2026-01-17
396,Shawn Green,+1-542-365-6615x63316,Maadi,29.954087,31.256283,2025-07-28
397,Jennifer Peterson,001-853-721-0679x770,6th of October,29.989123,30.931128,2025-04-14
398,Joanna Flores,(837)338-8632x805,Dokki,30.045032,31.200336,2025-11-06
399,Dana Gonzalez,390-681-1814,Heliopolis,30.100561,31.358657,2025-08-18
400,Jennifer Soto,+1-316-460-4530x335,Dokki,30.049128,31.211213,2025-05-23
401,Robert Holmes,322-349-9358x98542,Nasr City,30.081987,31.345796,2025-05-06
402,Michael Frazier,510.214.9377x65831,Nasr City,30.047869,31.337339,2026-01-24
403,Leroy Knight,+1-823-869-8962x878,Nasr City,30.076228,31.337612,2025-06-18
404,Daniel Montoya,5339061567,Nasr City,30.067078,31.312537,2025-04-19
405,Kevin Cook,259.567.3372,Heliopolis,30.097145,31.328303,2026-04-03
406,Pamela Hutchinson,345.675.9426x044,Maadi,29.968868,31.274258,2025-09-20
407,Molly Vincent,626.733.5567x66704,Nasr City,30.050761,31.330503,2026-01-03
408,Ashley Hill,664.275.9126,6th of October,29.965615,30.952852,2025-04-25
409,Mr. Mike White,001-967-403-6328x798,Heliopolis,30.100007,31.322341,2026-04-04
410,Rachel Cox,(903)477-8986x399,Nasr City,30.069735,31.338551,2025-07-21
411,Daniel Roberts,+1-663-561-0837,6th of October,29.971482,30.926489,2025-07-21
412,Nicholas Miller,001-766-254-3562x48100,Nasr City,30.073816,31.316988,2025-09-11
413,Carol Daugherty,001-259-362-4356,Maadi,29.939275,31.246135,2025-06-06
414,Xavier Johnson,(411)400-8690x093,Heliopolis,30.082207,31.337993,2025-10-10
415,Frank Wright,368.356.1969,Maadi,29.943365,31.248018,2026-03-23
416,Lauren Dean,+1-446-965-4584x60605,Heliopolis,30.093759,31.3541,2025-09-01
417,Rebecca Burns,425-863-5363x78552,Nasr City,30.06806,31.31426,2025-10-31
418,Jose Cruz,8556524079,Nasr City,30.050994,31.341305,2025-12-24
419,Elizabeth Long,001-332-709-0139,Heliopolis,30.09612,31.331334,2026-01-07
420,Danielle Gomez,001-681-784-5682x541,6th of October,29.988725,30.947203,2025-05-30
421,Jerry Eaton,(695)321-2259x235,6th of October,29.982826,30.926233,2026-02-04
422,Mary Freeman,(815)905-3116,Nasr City,30.080613,31.316417,2025-10-06
423,Jennifer Green,+1-682-928-7375,Nasr City,30.049212,31.33631,2025-07-21
424,Tony White,372.504.1661x5522,Maadi,29.959923,31.250949,2025-11-05
425,Kelly Murray,360.718.8069x471,Nasr City,30.059786,31.343209,2025-04-24
426,Shelby Mills,9055886022,Heliopolis,30.098806,31.340227,2026-01-18
427,Scott Chaney DVM,(769)421-2960,6th of October,29.953394,30.957657,2025-06-04
428,Jason Henderson,(745)563-2882x7972,6th of October,29.951681,30.923791,2025-06-23
429,Miss Angela Abbott,+1-602-458-9465x60351,Maadi,29.965478,31.277265,2025-08-19
430,Jeanne Evans,+1-871-308-6838x34115,6th of October,29.961868,30.931379,2025-12-01
431,Tim Miller,001-506-587-9300x53302,6th of October,29.968555,30.955292,2026-02-06
432,Denise Johnson,(887)835-1869x0496,Dokki,30.020545,31.191406,2025-10-16
433,Sonya Rowe,001-387-780-3203x156,Heliopolis,30.087997,31.338344,2025-05-09
434,Sean Tran,(327)856-5028x4722,Dokki,30.041133,31.19402,2025-08-25
435,Andrew Conner,+1-287-327-6034x3375,6th of October,29.961806,30.950733,2026-02-12
436,Christopher Delgado,3246455947,Maadi,29.965367,31.246924,2025-11-18
437,Ryan Andersen,798-626-5796,Maadi,29.97808,31.263341,2025-12-12
438,Nancy Shaw,(787)441-7908x33356,6th of October,29.95745,30.930513,2025-11-27
439,Jason Campbell,3683144982,Nasr City,30.065049,31.329236,2026-02-23
440,Mr. Ryan Sharp,6526110550,Dokki,30.050868,31.210854,2025-05-04
441,Rodney Marquez,001-928-903-1365x43920,6th of October,29.970788,30.928131,2026-01-06
442,Katie Johnson,554-910-5983x304,Maadi,29.943103,31.273479,2025-05-15
443,Devon Jones,(295)731-1809x238,Maadi,29.950824,31.270479,2026-02-18
444,Theresa Roberts,972.532.6296,Dokki,30.021278,31.220351,2025-04-24
445,Debbie Bailey,(928)394-6105,Heliopolis,30.073288,31.335109,2025-09-15
446,Joel Johnson,001-479-750-2560,6th of October,29.95645,30.947885,2025-12-02
447,Maria Brewer,523-669-4283x642,6th of October,29.9908,30.95238,2025-07-24
448,Kim Hall MD,957-434-8116,Heliopolis,30.085257,31.358269,2025-12-05
449,Daniel Bell,971-876-6455x2665,Dokki,30.023419,31.215171,2025-07-26
450,Adrienne Peters,939-361-3844,Dokki,30.036843,31.196724,2025-10-28
451,Jose Brown,5155566460,Maadi,29.953467,31.269299,2025-08-10
452,Sara Kramer,356-579-4256x45974,Heliopolis,30.092407,31.329734,2026-01-08
453,Evan Hawkins,360-370-0554x87792,Dokki,30.041513,31.195541,2025-11-08
454,George Pena,+1-764-751-5274x0930,Nasr City,30.049354,31.328582,2025-07-11
455,Joseph Baird,847-374-8576x21199,6th of October,29.98716,30.947672,2025-12-25
456,Christine Marks,(230)818-9891x6535,Maadi,29.97791,31.273275,2025-09-06
457,Vincent Mccarthy,452-810-4043x297,Heliopolis,30.08341,31.361264,2026-01-30
458,Adam Avery,5773768356,Maadi,29.979083,31.278191,2025-06-01
459,Carol Horn,446.968.4016,Dokki,30.022921,31.190075,2025-08-17
460,Richard Mullen,(864)244-9644,Dokki,30.058138,31.202374,2026-02-04
461,Colleen Kelly,844.797.8183x1711,Nasr City,30.04703,31.338683,2025-04-04
462,Christina Gomez,+1-335-228-5388x71852,6th of October,29.965712,30.941268,2025-11-16
463,Andrea Harris,(347)409-3893,Heliopolis,30.071218,31.325387,2025-07-17
464,Jennifer Richards,325.402.7459x242,Maadi,29.975414,31.268587,2025-06-07
465,Veronica Campbell,389-620-9890,6th of October,29.976237,30.935595,2025-07-24
466,Martin Thompson,001-729-472-4929x30742,Dokki,30.024251,31.215947,2026-01-22
467,Ronald Fleming,586-225-2966x7389,6th of October,29.954186,30.928495,2025-04-15
468,Ashley Blake,803.788.3941x74794,Maadi,29.942107,31.242083,2026-03-13
469,Melanie Petty,+1-359-928-6639x185,6th of October,29.960021,30.935915,2025-06-12
470,Barbara Quinn,(676)514-7172x96519,Dokki,30.035532,31.21927,2026-03-18
471,Bruce Green,248.486.0391x745,6th of October,29.983696,30.923864,2025-08-28
472,Raymond Snyder,8519412666,Heliopolis,30.101669,31.321908,2026-01-02
473,Yvonne Larson,933.818.2187x30821,6th of October,29.96658,30.930569,2025-09-30
474,Brittany Smith,+1-888-731-0701x7007,Heliopolis,30.105772,31.326329,2025-05-31
475,Jillian Byrd,(547)813-8634x2718,6th of October,29.980996,30.958223,2026-03-11
476,Lindsey Thompson,8979643056,Dokki,30.058111,31.221942,2026-01-13
477,Sharon Curry,7348333499,Nasr City,30.067454,31.330667,2025-05-12
478,Mary Smith,001-424-757-3136x3632,Nasr City,30.07751,31.312803,2026-03-12
479,Sherry Robbins,001-764-998-5688x5085,Heliopolis,30.077233,31.323745,2026-03-05
480,Brandi Jones,001-370-355-3849x411,Heliopolis,30.099681,31.32487,2025-09-19
481,Jennifer Farrell,942-380-4547,Nasr City,30.04518,31.34339,2026-01-19
482,Jacob Jenkins,385-508-3470x48261,Dokki,30.058761,31.213947,2025-06-01
483,Christina Galloway,+1-858-909-2127x9257,Dokki,30.029911,31.220466,2026-02-19
484,Beth Brown,001-722-738-9625x5326,6th of October,29.961492,30.930309,2025-04-22
485,Jennifer Turner,001-370-512-1729x792,Heliopolis,30.103085,31.348668,2025-12-11
486,Jessica Cunningham,+1-516-520-6606x310,Dokki,30.020206,31.216678,2026-03-04
487,Jennifer Johnson,+1-380-306-5929x03275,Maadi,29.952833,31.245593,2025-11-08
488,Jeremy Gibson PhD,001-946-382-9595x98748,6th of October,29.96921,30.953052,2025-06-15
489,Karen Lawrence,647-732-7966,6th of October,29.956668,30.930867,2025-12-15
490,Maria Smith,001-297-483-1677x6299,Nasr City,30.053107,31.319163,2025-09-06
491,David Sanders,668.474.3620x627,Heliopolis,30.077458,31.338179,2025-10-20
492,Sarah Randolph,(493)840-3468,Dokki,30.020791,31.213063,2025-10-02
493,Larry Williams,001-788-517-0771x29764,Dokki,30.037219,31.207819,2026-03-19
494,Dr. Joseph Hoffman,001-231-726-0547,6th of October,29.95968,30.942163,2026-02-23
495,Glen Wilson,269.465.6778,Heliopolis,30.068169,31.326221,2025-12-17
496,Vincent Rhodes,(641)720-0796x32112,Heliopolis,30.089582,31.342407,2026-01-17
497,Keith Johnson,507.245.9019x944,Heliopolis,30.099367,31.333282,2025-10-04
498,David Sanchez,+1-558-451-9563x646,Nasr City,30.077795,31.331291,2025-08-25
499,Jonathan Aguirre,996.733.3872x10053,Dokki,30.034795,31.218094,2026-02-03
500,Brittany Graham,752-930-6092x311,Heliopolis,30.099652,31.360102,2025-06-03
